;l_id;v_id_1;v_id_2;voltage;cables;wires;frequency;name;operator;ref;length_m;r_ohmkm;x_ohmkm;c_nfkm;i_th_max_a;from_relation
0;1;1;2;220000;3.0;2.0;50.0;Leitung 2016;TenneT;2016;43396;0.08;0.32;11.5;1.3;67129.0
1;2;3;4;380000;3.0;4.0;50.0;Leitung 3011;TenneT;;72714;0.025;0.25;13.7;2.6;67131.0
2;3;5;6;220000;3.0;2.0;50.0;Leitung 2024;TenneT;1;33954;0.08;0.32;11.5;1.3;67151.0
3;4;7;5;380000;3.0;4.0;50.0;Leitung 3026;TenneT;3026;33483;0.025;0.25;13.7;2.6;67153.0
4;5;8;9;380000;6.0;4.0;50.0;KKW Krümmel - UW Lüneburg;TenneT;;28172;0.0125;0.125;27.4;5.2;67585.0
5;6;10;11;220000;3.0;2.0;50.0;295;50Hertz;295;27550;0.08;0.32;11.5;1.3;69042.0
6;7;11;12;220000;3.0;2.0;50.0;293;50Hertz;293;45776;0.08;0.32;11.5;1.3;69043.0
7;8;10;12;220000;3.0;2.0;50.0;294;50Hertz;294;68345;0.08;0.32;11.5;1.3;69045.0
8;9;13;14;220000;3.0;2.0;50.0;Oba-Nfi I;TenneT TSO GmbH;263;39279;0.08;0.32;11.5;1.3;69488.0
9;10;13;15;380000;3.0;2.0;;Oba-Oh;transpower;461;44134;0.05;0.5;6.85;1.3;69489.0
10;11;16;5;380000;3.0;4.0;50.0;Leitung 3023;TenneT;2;36262;0.025;0.25;13.7;2.6;71281.0
11;12;17;18;380000;3.0;3.0;50.0;518;50Hertz;518;200169;0.033333;0.333333;10.275;1.95;109962.0
12;13;17;12;380000;3.0;3.0;50.0;520;50Hertz;520;24249;0.033333;0.333333;10.275;1.95;109969.0
13;14;13;15;380000;3.0;2.0;;Oberbachern - Ottenhofen;transpower;462;44206;0.05;0.5;6.85;1.3;112804.0
14;15;14;15;220000;6.0;2.0;50.0;Nfi-Oh;;"286;287";5431;0.04;0.16;23.0;2.6;112810.0
15;16;13;19;220000;6.0;2.0;50.0;OBR-OBA;TenneT;"269;270";30997;0.04;0.16;23.0;2.6;114252.0
16;17;20;21;380000;3.0;2.0;50.0;Hamburg/Ost - Hamburg/Nord;50Hertz;A;31297;0.05;0.5;6.85;1.3;114696.0
17;18;20;22;380000;3.0;4.0;;Brunsbüttel - Hamburg/Nord;50Hertz;G;57400;0.025;0.25;13.7;2.6;114718.0
18;19;20;23;220000;3.0;;;UW HH-Nord - UW Ulzburg;;;3314;;;;;114723.0
19;20;23;24;220000;6.0;;50.0;UW Hamburg Nord - UW Audorf;TenneT;;62941;;;;;114724.0
20;21;25;26;380000;6.0;;50.0;308 AKW Brokdorf - UW Wilster;TenneT;308;8184;;;;;114738.0
21;22;25;22;380000;3.0;;50.0;309 AKW Brunsbüttel - UW Wilster;TenneT;309;10279;;;;;114742.0
22;23;23;27;220000;3.0;;;AKW Stade - UW Hamburg Nord;TenneT;;41967;;;;;114747.0
23;24;28;23;220000;3.0;;;UW Kummerfeld - UW Hamburg Nord;TenneT;;19430;;;;;114752.0
24;25;8;21;380000;3.0;;50.0;"991;992";50Hertz;"991;992";28585;;;;;114782.0
25;26;9;29;380000;;4.0;50.0;3021 Lüneburg - Stadorf;TenneT;;25578;;;;;114789.0
26;27;31;32;380000;3.0;3.0;50.0;449 Mecklar - Vieselbach;50Hertz;449;129896;0.033333;0.333333;10.275;1.95;129420.0
27;28;32;33;380000;3.0;3.0;50.0;454 Eisenach - Vieselbach;50Hertz;454;72628;0.033333;0.333333;10.275;1.95;129422.0
28;29;34;35;220000;3.0;2.0;50.0;209 weiß;TenneT;209;5847;0.08;0.32;11.5;1.3;138889.0
29;30;35;36;220000;3.0;2.0;50.0;211 rot;TenneT;211;2651;0.08;0.32;11.5;1.3;138892.0
30;31;2;6;220000;3.0;2.0;50.0;Leitung 2008;TenneT;2008;74543;0.08;0.32;11.5;1.3;142684.0
31;32;37;10;380000;3.0;3.0;50.0;494;50Hertz;494;104147;0.033333;0.333333;10.275;1.95;145483.0
32;33;10;38;380000;3.0;3.0;50.0;498;50Hertz;498;29660;0.033333;0.333333;10.275;1.95;145484.0
33;34;37;38;380000;3.0;3.0;50.0;493;50Hertz;493;124549;0.033333;0.333333;10.275;1.95;145485.0
34;35;39;40;380000;3.0;3.0;50.0;513;50Hertz;513;195839;0.033333;0.333333;10.275;1.95;145508.0
35;36;39;41;380000;3.0;3.0;50.0;516;50Hertz;516;75663;0.033333;0.333333;10.275;1.95;145509.0
36;37;18;42;380000;3.0;3.0;50.0;512;50Hertz;512;148947;0.033333;0.333333;10.275;1.95;145513.0
37;38;10;43;220000;3.0;2.0;50.0;319;50Hertz;319;55074;0.08;0.32;11.5;1.3;240489.0
38;39;10;43;220000;3.0;2.0;50.0;324;50Hertz;324;55013;0.08;0.32;11.5;1.3;240490.0
39;40;44;45;220000;3.0;2.0;50.0;291;50Hertz;291;38927;0.08;0.32;11.5;1.3;241440.0
40;41;44;46;220000;3.0;2.0;;301 Wuhlheide - Marzahn;50Hertz;301;9161;0.08;0.32;11.5;1.3;241442.0
41;42;46;12;380000;3.0;4.0;;495;50Hertz;;16996;0.025;0.25;13.7;2.6;252583.0
42;43;46;12;380000;3.0;4.0;;496;50Hertz;;17015;0.025;0.25;13.7;2.6;252584.0
43;44;47;48;380000;3.0;1.0;50.0;836 (BIN-FRH);Stromnetz Berlin;;7712;0.1;1.0;3.425;0.65;252589.0
44;45;31;33;380000;3.0;3.0;50.0;450 Mecklar - Eisenach;50Hertz;450;58397;0.033333;0.333333;10.275;1.95;270536.0
45;46;31;51;380000;6.0;4.0;;3009 Borken - Mecklar;TenneT;3009;40727;0.0125;0.125;27.4;5.2;270963.0
46;47;52;53;380000;3.0;4.0;;Daxlanden - Eichstetten;EnBW;7510;121006;0.025;0.25;13.7;2.6;272103.0
47;48;52;54;380000;3.0;3.0;;Daxlanden - Philippsburg;EnBW;7520;32991;0.033333;0.333333;10.275;1.95;272126.0
48;49;52;55;220000;3.0;4.0;;Altlußheim - Daxlanden;EnBW;5100;37972;0.04;0.16;23.0;2.6;272681.0
49;50;52;56;220000;3.0;2.0;;Daxlanden - Neurott;EnBW;5100;66558;0.08;0.32;11.5;1.3;272682.0
50;51;57;52;220000;3.0;4.0;;Seehof (220 kV Daxlanden-Oberwald);EnBW;;13839;0.04;0.16;23.0;2.6;272728.0
51;52;57;58;220000;3.0;2.0;;Edelberg (220 kV Oberwald - Birkenfeld);EnBW;;21826;0.08;0.32;11.5;1.3;272729.0
52;53;58;52;220000;3.0;2.0;;Pfinztal (220 kV Daxlanden-Birkenfeld);EnBW;;29591;0.08;0.32;11.5;1.3;272732.0
53;54;59;60;380000;3.0;2.0;50.0;307;TenneT;;55597;0.05;0.5;6.85;1.3;289000.0
54;55;61;62;220000;3.0;1.0;50.0;2144;TenneT;;38668;0.16;0.64;5.75;0.65;300029.0
55;56;30;61;380000;3.0;2.0;50.0;Dollern-(Niedervieland/Unterweser)-Alfstedt;TenneT;3103;90826;0.05;0.5;6.85;1.3;309969.0
56;57;63;52;220000;3.0;2.0;50.0;Bühl - Daxlanden;EnBW;BUEHL-DAXLA;41544;0.08;0.32;11.5;1.3;339243.0
57;58;13;64;380000;3.0;4.0;;Oberbachern - Menzing;Stadtwerke München;"439;440";17129;0.025;0.25;13.7;2.6;377770.0
58;59;65;66;380000;3.0;3.0;;Etzenricht - Hradec;"CEPS;TenneT TSO GmbH";441;163586;0.033333;0.333333;10.275;1.95;395087.0
59;60;59;67;380000;3.0;2.0;50.0;303/307;TenneT;;14988;0.05;0.5;6.85;1.3;445559.0
60;61;61;67;380000;3.0;2.0;50.0;"307;303";TenneT;;37359;0.05;0.5;6.85;1.3;445560.0
61;62;68;69;380000;3.0;4.0;50.0;Ried Ost;Amprion;;64423;0.025;0.25;13.7;2.6;576361.0
62;63;70;69;380000;3.0;4.0;50.0;Ried West;Amprion;;55615;0.025;0.25;13.7;2.6;576364.0
63;64;71;72;380000;3.0;4.0;50.0;504;50Hertz;504;51006;0.025;0.25;13.7;2.6;902595.0
64;65;73;74;380000;3.0;3.0;50.0;501;50Hertz;501;54235;0.033333;0.333333;10.275;1.95;902597.0
65;66;37;75;380000;3.0;3.0;50.0;536 Klostermansfeld - Wolmirstedt;50Hertz;536;118963;0.033333;0.333333;10.275;1.95;904158.0
66;67;72;75;380000;3.0;4.0;50.0;538 Lauchstädt - Klostermansfeld;50Hertz;538;38633;0.025;0.25;13.7;2.6;904159.0
67;68;37;72;380000;3.0;3.0;50.0;535 Lauchstädt - Wolmirstedt;50Hertz;535;156923;0.033333;0.333333;10.275;1.95;904160.0
68;69;76;77;380000;3.0;4.0;;Leitung 3016;TenneT;3016;54129;0.025;0.25;13.7;2.6;906772.0
69;70;76;77;380000;3.0;4.0;;Leitung 3014;TenneT;3014;54129;0.025;0.25;13.7;2.6;906773.0
70;71;73;72;380000;3.0;3.0;50.0;503;50Hertz;503;110042;0.033333;0.333333;10.275;1.95;907513.0
71;72;18;40;380000;3.0;3.0;50.0;509;50Hertz;509;56402;0.033333;0.333333;10.275;1.95;912407.0
72;73;10;45;220000;3.0;3.0;50.0;526;50Hertz;526;70002;0.053333;0.213333;17.25;1.95;918562.0
73;74;10;74;380000;3.0;3.0;50.0;521;50Hertz;521;130600;0.033333;0.333333;10.275;1.95;918563.0
74;75;45;74;380000;3.0;1.0;50.0;522;50Hertz;522;61987;0.1;1.0;3.425;0.65;918564.0
75;76;78;32;380000;3.0;4.0;50.0;416;50Hertz;416;77739;0.025;0.25;13.7;2.6;918567.0
76;77;79;80;380000;3.0;;50.0;566;50Hertz;566;21986;;;;;919059.0
77;78;79;80;380000;3.0;;50.0;565;50Hertz;565;21969;;;;;919060.0
78;79;81;79;380000;3.0;;50.0;542;50Hertz;542;62103;;;;;919119.0
79;80;81;79;380000;3.0;;50.0;541;50Hertz;541;62118;;;;;919121.0
80;81;34;82;220000;3.0;2.0;50.0;300 Wilhelmshaven - Maade;;300;2345;0.08;0.32;11.5;1.3;941141.0
81;82;83;84;220000;3.0;2.0;50.0;211;TenneT;211;13656;0.08;0.32;11.5;1.3;943999.0
82;83;83;24;220000;3.0;1.0;50.0;207;TenneT;207;31619;0.16;0.64;5.75;0.65;945143.0
83;84;85;86;380000;3.0;4.0;50.0;Gronau West;Amprion;;46365;0.025;0.25;13.7;2.6;962084.0
84;85;87;86;380000;3.0;4.0;50.0;Münsterland;Amprion;;110063;0.025;0.25;13.7;2.6;962095.0
85;86;90;86;380000;3.0;4.0;50.0;Roxel Ost;Amprion;;69898;0.025;0.25;13.7;2.6;962096.0
86;87;91;86;380000;3.0;4.0;50.0;Emsland-D0;Amprion;;1071;0.025;0.25;13.7;2.6;962108.0
87;88;86;92;380000;3.0;4.0;50.0;Emsland-D2;Amprion;;1070;0.025;0.25;13.7;2.6;962109.0
88;89;91;86;380000;3.0;4.0;50.0;Emsland-D1;Amprion;;1071;0.025;0.25;13.7;2.6;962110.0
89;90;86;93;380000;3.0;4.0;50.0;Meppen;Amprion;;47098;0.025;0.25;13.7;2.6;962120.0
90;91;94;86;380000;3.0;4.0;50.0;Niedersachsen Süd;Amprion;;74440;0.025;0.25;13.7;2.6;962121.0
91;92;86;95;380000;3.0;4.0;50.0;Bramgau;Amprion;;60210;0.025;0.25;13.7;2.6;962122.0
92;93;86;96;220000;3.0;2.0;50.0;Benteler;Amprion;;1321;0.08;0.32;11.5;1.3;962172.0
93;94;97;66;380000;3.0;4.0;50.0;Etzenricht - Přeštice;ČEPS;442;110063;0.025;0.25;13.7;2.6;965662.0
94;95;42;98;380000;3.0;4.0;50.0;544;50Hertz;544;35726;0.025;0.25;13.7;2.6;1000670.0
95;96;99;100;380000;3.0;4.0;;Uchtelfangen West;Amprion;;94570;0.025;0.25;13.7;2.6;1020855.0
96;97;42;98;380000;3.0;4.0;50.0;543;50Hertz;543;35711;0.025;0.25;13.7;2.6;1021991.0
97;98;42;181;220000;3.0;2.0;50.0;315;50Hertz Transmission;315;151110;0.08;0.32;11.5;1.3;1021992.0
98;99;42;101;380000;3.0;4.0;50.0;424;50Hertz;424;47160;0.025;0.25;13.7;2.6;1022003.0
99;100;102;42;380000;3.0;4.0;50.0;423;50Hertz;423;71639;0.025;0.25;13.7;2.6;1022004.0
100;101;103;87;380000;3.0;4.0;50.0;Kusenhorst;Amprion;;40857;0.025;0.25;13.7;2.6;1082800.0
101;102;104;103;380000;3.0;4.0;50.0;Büscherhof West;Amprion;;16664;0.025;0.25;13.7;2.6;1082801.0
102;103;105;87;380000;3.0;4.0;50.0;Lippe Nord;Amprion;;37010;0.025;0.25;13.7;2.6;1082805.0
103;104;106;107;380000;3.0;3.0;50.0;Weitmar West;Amprion;;24759;0.033333;0.333333;10.275;1.95;1082806.0
104;105;108;107;380000;3.0;4.0;50.0;Eiberg Nord;Amprion;;14690;0.025;0.25;13.7;2.6;1082807.0
105;106;109;106;380000;3.0;4.0;50.0;Kemnade Süd;Amprion;;17508;0.025;0.25;13.7;2.6;1082808.0
106;107;110;111;380000;3.0;4.0;50.0;Sauerland Nord;Amprion;;114532;0.025;0.25;13.7;2.6;1082809.0
107;108;87;112;380000;3.0;4.0;50.0;Recklinghausen;Amprion;;35448;0.025;0.25;13.7;2.6;1082810.0
108;109;113;87;380000;3.0;4.0;50.0;Westfalen West;Amprion;;23003;0.025;0.25;13.7;2.6;1082811.0
109;110;87;85;380000;3.0;4.0;50.0;Hamaland;Amprion;;63813;0.025;0.25;13.7;2.6;1082814.0
110;111;110;114;380000;3.0;4.0;50.0;Arpe West;Amprion;;67402;0.025;0.25;13.7;2.6;1082816.0
111;112;115;116;220000;3.0;4.0;50.0;Frimmersdorf 5e;Amprion;;21325;0.04;0.16;23.0;2.6;1082942.0
112;113;117;118;380000;3.0;4.0;50.0;Ließem Ost;Amprion;;34590;0.025;0.25;13.7;2.6;1082943.0
113;114;117;119;380000;3.0;4.0;50.0;Sechtem Süd;Amprion;;44755;0.025;0.25;13.7;2.6;1082944.0
114;115;117;120;380000;3.0;4.0;50.0;Siegtal Süd;Amprion;;68016;0.025;0.25;13.7;2.6;1082946.0
115;116;121;122;380000;3.0;4.0;50.0;Röhe Nord;Amprion;;12227;0.025;0.25;13.7;2.6;1082948.0
116;117;123;124;380000;3.0;4.0;50.0;Neurath 3c;Amprion;;10621;0.025;0.25;13.7;2.6;1082949.0
117;118;144;107;220000;3.0;2.0;50.0;Bochum West;Amprion;;12828;0.08;0.32;11.5;1.3;1082996.0
118;119;125;126;380000;3.0;4.0;50.0;Leichlingen Ost;Amprion;;28549;0.025;0.25;13.7;2.6;1082952.0
119;120;127;119;380000;3.0;4.0;50.0;Weisweiler Süd;Amprion;;16770;0.025;0.25;13.7;2.6;1082953.0
120;121;118;496;380000;3.0;4.0;50.0;380 kV Weißenthurm Ost;Amprion;;42735;0.025;0.25;13.7;2.6;1082954.0
121;122;121;119;380000;3.0;4.0;50.0;Weisweiler Nord;Amprion;;14746;0.025;0.25;13.7;2.6;1082955.0
122;123;129;124;220000;3.0;2.0;50.0;Neurath 1a;Amprion;;34376;0.08;0.32;11.5;1.3;1082956.0
123;124;125;130;380000;3.0;4.0;50.0;Leichlingen West;Amprion;;16939;0.025;0.25;13.7;2.6;1082957.0
124;125;125;123;380000;3.0;4.0;50.0;Opladen Nord;Amprion;;22041;0.025;0.25;13.7;2.6;1082958.0
125;126;131;132;380000;3.0;4.0;50.0;St. Peter Nord;Amprion;;20649;0.025;0.25;13.7;2.6;1082959.0
126;127;133;123;380000;3.0;4.0;50.0;Brauweiler West;Amprion;;22324;0.025;0.25;13.7;2.6;1082960.0
127;128;117;120;380000;3.0;4.0;50.0;Siegtal Nord;Amprion;;68009;0.025;0.25;13.7;2.6;1082961.0
128;129;117;134;220000;3.0;4.0;50.0;Godorf West;Amprion;;24483;0.04;0.16;23.0;2.6;1082962.0
129;130;135;136;380000;3.0;4.0;50.0;Haarstrang West;Amprion;;30293;0.025;0.25;13.7;2.6;1082963.0
130;131;125;123;380000;3.0;4.0;50.0;Opladen Süd;Amprion;;22041;0.025;0.25;13.7;2.6;1082964.0
131;132;123;131;380000;3.0;4.0;50.0;St. Peter Süd;Amprion;;18129;0.025;0.25;13.7;2.6;1082965.0
132;133;117;119;380000;3.0;4.0;50.0;Sechtem Nord;Amprion;;44755;0.025;0.25;13.7;2.6;1082966.0
133;134;117;496;380000;3.0;4.0;50.0;380 kV Mittelrhein;Amprion;;62393;0.025;0.25;13.7;2.6;1082967.0
134;135;137;105;220000;3.0;2.0;50.0;Pfalzdorf Süd;Amprion;;41490;0.08;0.32;11.5;1.3;1082973.0
135;136;138;87;220000;3.0;3.0;50.0;Scholven D;Amprion;;13502;0.053333;0.213333;17.25;1.95;1082974.0
136;137;139;105;220000;3.0;2.0;50.0;Schermbeck Nord;Amprion;;32156;0.08;0.32;11.5;1.3;1082975.0
137;138;184;185;220000;3.0;1.0;50.0;Ürdingen West;Amprion;;14091;0.16;0.64;5.75;0.65;1190720.0
138;139;140;87;220000;3.0;2.0;50.0;Hochlarmark Ost;Amprion;;28028;0.08;0.32;11.5;1.3;1082976.0
139;140;106;141;220000;3.0;2.0;50.0;Laer West;Amprion;;18409;0.08;0.32;11.5;1.3;1082983.0
140;141;142;107;220000;3.0;2.0;50.0;Herne 1A;Amprion;;17740;0.08;0.32;11.5;1.3;1082984.0
141;142;129;123;220000;3.0;2.0;50.0;Frixheim Nord;Amprion;;30679;0.08;0.32;11.5;1.3;1082985.0
142;143;140;143;220000;3.0;2.0;50.0;Knepper C;Amprion;;7064;0.08;0.32;11.5;1.3;1082986.0
143;144;142;144;220000;3.0;3.0;50.0;Herne 4;Amprion;;15154;0.053333;0.213333;17.25;1.95;1082987.0
144;145;140;106;220000;3.0;2.0;50.0;Pöppinghausen Ost;Amprion;;30938;0.08;0.32;11.5;1.3;1082989.0
145;146;145;146;220000;3.0;2.0;50.0;Frixheim Süd;Amprion;;43153;0.08;0.32;11.5;1.3;1082990.0
146;147;147;107;220000;3.0;1.0;50.0;Herdecke Nord;Amprion;;37526;0.16;0.64;5.75;0.65;1082992.0
147;148;139;107;220000;3.0;1.0;50.0;Gladbeck West;Amprion;;22121;0.16;0.64;5.75;0.65;1082997.0
148;149;140;141;220000;3.0;2.0;50.0;Pöppinghausen West;Amprion;;12651;0.08;0.32;11.5;1.3;1082998.0
149;150;142;107;220000;3.0;2.0;50.0;Herne 2B;Amprion;;21361;0.08;0.32;11.5;1.3;1082999.0
150;151;147;107;220000;3.0;1.0;50.0;Herdecke Süd;Amprion;;37240;0.16;0.64;5.75;0.65;1083001.0
151;152;125;123;220000;3.0;2.0;50.0;Stommeln Nord;Amprion;;23279;0.08;0.32;11.5;1.3;1083933.0
152;153;125;148;220000;3.0;2.0;50.0;Eller Ost;Amprion;;21641;0.08;0.32;11.5;1.3;1083953.0
153;154;149;150;220000;3.0;2.0;50.0;Gremberghoven West;Amprion;;20724;0.08;0.32;11.5;1.3;1083959.0
154;155;145;125;220000;3.0;2.0;50.0;Kasselberg Süd;Amprion;;4849;0.08;0.32;11.5;1.3;1083962.0
155;156;129;151;220000;3.0;2.0;50.0;Osterath West;Amprion;;19882;0.08;0.32;11.5;1.3;1083967.0
156;157;149;120;220000;3.0;2.0;50.0;Leuscheid Nord;Amprion;;51137;0.08;0.32;11.5;1.3;1083988.0
157;158;126;120;380000;3.0;4.0;50.0;Dauersberg Ost;Amprion;;73839;0.025;0.25;13.7;2.6;1083990.0
158;159;129;153;220000;3.0;2.0;50.0;Fichtenhain Ost;Amprion;;34101;0.08;0.32;11.5;1.3;1083998.0
159;160;125;147;220000;3.0;1.0;50.0;Bigge West;Amprion;;119423;0.16;0.64;5.75;0.65;1084000.0
160;161;125;154;220000;3.0;1.0;50.0;Dünnwald West;Amprion;;9876;0.16;0.64;5.75;0.65;1084001.0
161;162;149;120;220000;3.0;2.0;50.0;Leuscheid Süd;Amprion;;51137;0.08;0.32;11.5;1.3;1084007.0
162;163;130;120;380000;3.0;4.0;50.0;Dauersberg West;Amprion;;83803;0.025;0.25;13.7;2.6;1084017.0
163;164;125;155;220000;3.0;1.0;50.0;Bigge Ost;Amprion;;121520;0.16;0.64;5.75;0.65;1084020.0
164;165;125;154;220000;3.0;1.0;50.0;Dünnwald Ost;Amprion;;9876;0.16;0.64;5.75;0.65;1084021.0
165;166;117;156;220000;3.0;4.0;50.0;Knapsack 2b;Amprion;;13422;0.04;0.16;23.0;2.6;1084023.0
166;167;117;149;220000;3.0;2.0;50.0;Troisdorf Ost;Amprion;;17043;0.08;0.32;11.5;1.3;1084027.0
167;168;154;150;220000;3.0;1.0;50.0;Merheim Ost;Amprion;;11404;0.16;0.64;5.75;0.65;1084032.0
168;169;154;150;220000;3.0;1.0;50.0;Merheim West;Amprion;;11404;0.16;0.64;5.75;0.65;1084040.0
169;170;117;149;220000;3.0;2.0;50.0;Troisdorf West;Amprion;;17080;0.08;0.32;11.5;1.3;1084046.0
170;171;157;110;380000;3.0;4.0;50.0;Gütersloh Süd;Amprion;;57561;0.025;0.25;13.7;2.6;1084345.0
171;172;119;158;380000;3.0;4.0;50.0;Hambach 3c;Amprion;;4315;0.025;0.25;13.7;2.6;1084358.0
172;173;159;60;380000;3.0;2.0;50.0;302;transpower;302;31685;0.05;0.5;6.85;1.3;1086366.0
173;174;160;161;220000;3.0;2.0;50.0;302;TenneT;302;32250;0.08;0.32;11.5;1.3;1086367.0
174;175;115;151;220000;3.0;4.0;50.0;Frimmersdorf 4d;Amprion;;11477;0.04;0.16;23.0;2.6;1101991.0
175;176;162;134;220000;3.0;2.0;50.0;Bocklemünd Süd;Amprion;;4814;0.08;0.32;11.5;1.3;1101996.0
176;177;115;123;220000;3.0;2.0;50.0;Frimmersdorf 3c;Amprion;;5731;0.08;0.32;11.5;1.3;1101999.0
177;178;162;134;220000;3.0;2.0;50.0;Bocklemünd Nord;Amprion;;4814;0.08;0.32;11.5;1.3;1102004.0
178;179;209;4;380000;6.0;4.0;50.0;Leitung 3017;TenneT;3017;25851;0.0125;0.125;27.4;5.2;1630911.0
179;180;123;163;380000;3.0;4.0;50.0;Paffendorf Süd;Amprion;;13159;0.025;0.25;13.7;2.6;1102892.0
180;181;112;164;380000;3.0;4.0;50.0;Datteln West;Amprion;;10048;0.025;0.25;13.7;2.6;1109593.0
181;182;112;165;380000;3.0;4.0;50.0;Mengede Nord;Amprion;;34603;0.025;0.25;13.7;2.6;1109595.0
182;183;166;165;380000;3.0;4.0;50.0;Bergkamen A;Amprion;;15211;0.025;0.25;13.7;2.6;1109596.0
183;184;112;164;380000;3.0;4.0;50.0;Datteln Ost;Amprion;;10022;0.025;0.25;13.7;2.6;1109599.0
184;185;167;165;220000;3.0;2.0;50.0;Wambel Ost;Amprion;;25182;0.08;0.32;11.5;1.3;1109600.0
185;186;168;104;380000;3.0;4.0;50.0;Essen West;Amprion;;14745;0.025;0.25;13.7;2.6;1109607.0
186;187;138;104;220000;3.0;2.0;50.0;Scholven E;Amprion;;24441;0.08;0.32;11.5;1.3;1109609.0
187;188;139;104;220000;3.0;2.0;50.0;Buer Süd;Amprion;;16160;0.08;0.32;11.5;1.3;1109610.0
188;189;104;169;220000;3.0;2.0;50.0;LMG West;Amprion;;3433;0.08;0.32;11.5;1.3;1109616.0
189;190;104;169;220000;3.0;2.0;50.0;LMG Ost;Amprion;;3428;0.08;0.32;11.5;1.3;1109619.0
190;191;168;105;380000;3.0;4.0;50.0;Lippe Süd;Amprion;;42407;0.025;0.25;13.7;2.6;1116357.0
191;192;104;170;220000;3.0;2.0;50.0;Osterfeld West;Amprion;;8912;0.08;0.32;11.5;1.3;1123975.0
192;193;104;170;220000;3.0;1.0;50.0;Osterfeld Ost;Amprion;;8840;0.16;0.64;5.75;0.65;1123976.0
193;194;138;87;380000;3.0;4.0;50.0;Scholven B;Amprion;;13678;0.025;0.25;13.7;2.6;1128366.0
194;195;139;87;220000;3.0;2.0;50.0;Polsum Süd;Amprion;;11836;0.08;0.32;11.5;1.3;1128368.0
195;196;138;87;380000;3.0;4.0;50.0;Scholven F;Amprion;;12950;0.025;0.25;13.7;2.6;1128370.0
196;197;171;89;220000;3.0;4.0;50.0;Meerbusch Ost;Amprion;;16656;0.04;0.16;23.0;2.6;1141433.0
197;198;119;158;380000;3.0;4.0;50.0;Hambach 1a;Amprion;;4315;0.025;0.25;13.7;2.6;1167325.0
198;199;105;172;220000;3.0;4.0;50.0;Dinslaken West;Amprion;;18857;0.04;0.16;23.0;2.6;1167326.0
